appid,name,type,required_age,is_free,short_description,capsule_image,developers,publishers,release_date,platforms,metacritic_score,categories,genres,price,movies,os,simplified_os,os_rank,cpu_unorganised,cpu,cpu_rank,gpu_unorganised,gpu,gpu_rank,ram,ram_gb,storage,storage_gb,number_downloads_old,game_revenue_sales,RAND,number_downloads
236390,War Thunder,game,0,TRUE,"War thunder is the most comprehensive free-to-play, cross-platform, mmo military game dedicated to aviation, armoured vehicles, and naval craft, from the early 20th century to the most advanced modern combat units. join now and take part in major battles on land, in the air, and at sea.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/236390/1c094dcb80f565f346c6128cc02a0ce47ba1380a/capsule_231x87.jpg?t=1732089668,Gaijin Entertainment,Gaijin Network Ltd,"Aug 15, 2013","windows, mac, linux",81,"Single-player, Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, VR Supported, In-App Purchases, Remote Play on Phone, Remote Play on Tablet","Action, Massively Multiplayer, Simulation, Free To Play",0.00,http://video.akamai.steamstatic.com/store_trailers/257074701/movie_max_vp9.webm?t=1732007830,Windows 10/11 (64bit),Windows 10,5,Intel Core i5 or Ryzen 5 3600 or better,"i5 4430K Series, Ryzen 5 3600K Series",60,"DirectX 11 level video card or higher and drivers: Nvidia GeForce 1060 and higher, Radeon RX 570 and higher",DirectX 11,7,16 GB RAM,16,95 GB,95,35000000,0,-2950686,32049314
252950,Rocket League®,game,0,FALSE,"Rocket league is a high-powered hybrid of arcade-style soccer and vehicular mayhem with easy-to-understand controls and fluid, physics-driven competition. rocket league includes casual and competitive online matches, a fully-featured offline season mode, special “mutators” that let you change the rules entirely, hockey and...",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/252950/ea81edb46e049da59dc377cd14446a0ceb37b3db/capsule_231x87.jpg?t=1726856715,Psyonix LLC,Psyonix LLC,"Jul 6, 2015","windows, mac, linux",86,"Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Workshop, Partial Controller Support, Steam Cloud, Stats, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing","Action, Indie, Racing, Sports",0.00,http://video.akamai.steamstatic.com/store_trailers/257056997/movie_max_vp9.webm?t=1726856113,Windows 7 (64 bit) or Newer (64 bit) Windows OS,Windows 7,3,3.0+ GHz Quad core,Quad Core Series,37,"NVIDIA GeForce GTX 1060, AMD Radeon RX 470, or better","Nvidia GTX 1060 Series, AMD RX 470 Series",7,8 GB RAM,8,20 GB,20,15000000,0,255956,15255956
230410,Warframe,game,18,TRUE,Awaken as an unstoppable warrior and battle alongside your friends in this story-driven free-to-play online action game,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/230410/6736cc421657545d4de7f5b981e955211b8f38e4/capsule_231x87.jpg?t=1732316059,Digital Extremes,Digital Extremes,"Mar 25, 2013","windows, mac, linux",69,"Single-player, Multi-player, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, In-App Purchases, Remote Play on Phone, Remote Play on Tablet","Action, RPG, Free To Play",0.00,http://video.akamai.steamstatic.com/store_trailers/257075266/movie_max_vp9.webm?t=1732120948,Windows 7 64-Bit (32-bit not supported),Windows 7,3,"Intel Core i7 860, Intel Core i5 750, or AMD FX-4100 (SSE 4.2 support required)","i5 7500K Series, FX 4100K Series",75,DirectX 11+ capable Graphics Card,DirectX 11,7,4 GB RAM,4,50 GB,50,35000000,0,-1613415,33386585
417910,Street Warriors Online,game,0,FALSE,"First, realistic pvp brawling game for up to 8 vs 8 players with original, dynamic combat system and fast, round based battles. create and develop your character. earn new skills and items that helps you beat your opponents. gather your friends and fight together in a clan.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/417910/capsule_231x87.jpg?t=1600256776,Crazy Rocks Studios,Crazy Rocks Studios,"Dec 16, 2016","windows, mac, linux",,"Multi-player, PvP, Online PvP, Steam Achievements, Steam Trading Cards, In-App Purchases, Partial Controller Support, Stats, Family Sharing","Action, Massively Multiplayer, Simulation, Sports",1.99,http://video.akamai.steamstatic.com/store_trailers/256706885/movie_max.webm?t=1516835859,Windows 7 32/64-bit / Vista 32/64 / XP,Windows XP,1,Intel core 2 duo 2.4GHz,Core 2 Series,4,NVIDIA GeForce GTX 470 @ 1GB / ATI Radeon HD 6970 @ 1GB,"Nvidia GTX 470 Series, AMD HD 6970 Series",2,2 GB RAM,2,4 GB,4,15000000,27692796.22,-1084022,13915978
532210,Life is Strange 2,game,0,TRUE,"After a tragic incident, brothers sean and daniel diaz run away from home. fearing the police, and dealing with daniel's new telekinetic power, the boys head to mexico. each stop on their journey brings new friends and new challenges.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/532210/capsule_231x87.jpg?t=1728397855,"DONTNOD Entertainment, Feral Interactive (Mac), Feral Interactive (Linux)","Square Enix, Feral Interactive (Mac), Feral Interactive (Linux)","Sep 26, 2018","windows, mac, linux",,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing",Adventure,0.00,http://video.akamai.steamstatic.com/store_trailers/256768782/movie_max.webm?t=1575411563,Windows 10 64-bit,Windows 10,5,"Intel Core i5 3470, (3.20 Ghz) or AMD FX-8350, (4.00 Ghz)","i5 3470K Series, FX 8350K Series",57,Nvidia GeForce GTX 970 4GB or AMD Radeon R9 280X 3GB,Nvidia GTX 970 Series,6,6 GB RAM,6,40 GB,40,15000000,0,670046,15670046
1468810,???? Tale of Immortal,game,0,FALSE,"Tale of immortal is an open-world sandbox based on chinese mythology and cultivation. you will grow to become immortal, conquer the beasts from the classic of mountains and season, make your choices carefully and grasp your own destiny.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1468810/capsule_231x87.jpg?t=1728871943,?????,"?????, Lightning Games","May 26, 2023","windows, mac, linux",,"Single-player, Steam Achievements, Steam Workshop, Steam Cloud, Remote Play on Tablet, Family Sharing","Action, Adventure, Indie, RPG, Simulation",19.99,http://video.akamai.steamstatic.com/store_trailers/256947330/movie_max_vp9.webm?t=1684322946,Windows 7 / Windows 8 / Windows 10 64 bit,Windows 7,3,2.50GHz,Other/Uncategorized,23,HD4400,AMD HD 4400 Series,1,4 GB RAM,4,25 GB,25,15000000,317883298.8,902116,15902116
1599340,Lost Ark,game,17,TRUE,"Embark on an odyssey for the lost ark in a vast, vibrant world: explore new lands, seek out lost treasures, and test yourself in thrilling action combat in this action-packed free-to-play rpg.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1599340/capsule_231x87.jpg?t=1728605858,Smilegate RPG,Amazon Games,"Feb 11, 2022","windows, mac, linux",,"Single-player, Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, In-App Purchases, Partial Controller Support","Action, Adventure, Massively Multiplayer, RPG, Free To Play",0.00,http://video.akamai.steamstatic.com/store_trailers/257063939/movie_max_vp9.webm?t=1728605845,Windows 10 (64-bit only),Windows 10,5,Intel i5 or AMD Ryzen 5,"i5 2500K Series, Ryzen 5 1400K Series",52,NVIDIA GeForce GTX 1050 / AMD Radeon RX560 2G,"Nvidia GTX 1050 Series, AMD RX 560 Series",7,16 GB RAM,16,100 GB,100,75000000,0,-4219913,70780087
477160,Human Fall Flat,game,0,FALSE,"Human fall flat is a hilarious, light-hearted platformer set in floating dreamscapes that can be played solo or with up to 8 players online. free new levels keep its vibrant community rewarded.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/477160/80858bce8c92978573aaa0ee19c8787f6e0d5c13/capsule_231x87.jpg?t=1731985400,No Brakes Games,Curve Games,"Jul 22, 2016","windows, mac, linux",70,"Single-player, Multi-player, PvP, Online PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Stats, Remote Play on TV, Remote Play Together, Family Sharing","Adventure, Casual, Indie, Simulation",19.99,http://video.akamai.steamstatic.com/store_trailers/257053945/movie_max_vp9.webm?t=1726149373,Windows XP/Vista/7/8/8.1/10 x86 and x64,Windows XP,1,Intel Core2 Quad Q9300 (4 * 2500) or equivalent | AMD A10-5800K APU (4*3800) or equivalent,Core 2 Series,4,GeForce GTX 460 (1024 MB) or equivalent | Radeon HD 7770 (1024 MB),"Nvidia GTX 460 Series, AMD HD 7770 Series",2,2048 MB RAM,2.048,500 MB,0.5,15000000,318650095.3,940475,15940475
1091500,Cyberpunk 2077,game,18,FALSE,"Cyberpunk 2077 is an open-world, action-adventure rpg set in the dark future of night city — a dangerous megalopolis obsessed with power, glamor, and ceaseless body modification.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1091500/capsule_231x87.jpg?t=1730212296,CD PROJEKT RED,CD PROJEKT RED,"Dec 09, 2020","windows, mac, linux",86,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",RPG,59.99,http://video.akamai.steamstatic.com/store_trailers/256987121/movie_max_vp9.webm?t=1701872779,64-bit Windows 10,Windows 10,5,Core i7-12700 or Ryzen 7 7800X3D,"i7 12700K Series, Ryzen 7 7800K Series",99,GeForce RTX 2060 SUPER or Radeon RX 5700 XT or Arc A770,"Nvidia RTX 2060 Series, AMD RX 5700 Series",8,16 GB RAM,16,70 GB,70,35000000,1912575564,-3118427,31881573
340,Half-Life 2: Lost Coast,game,0,FALSE,"Originally planned as a section of the highway 17 chapter of half-life 2, lost coast is a playable technology showcase that introduces high dynamic range lighting to the source engine.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/340/capsule_231x87.jpg?t=1731706635,Valve,Valve,"Oct 27, 2005","windows, mac, linux",,"Single-player, Commentary available, Remote Play Together, Family Sharing",Action,0.00,,Windows XP,Windows XP,1,Pentium 4 2.4GHz or AMD 2800+ Processor,Pentium Series,27,DirectX 9 level graphics card,DirectX 9,5,1 GB RAM,1,2 GB,2,35000000,0,2916015,37916015
550650,Black Squad,game,0,TRUE,"Black squad is a free-to-play military first-person-shooter. players can master their skills and show off their strategies with a wide range of game maps, modes, and weapons to choose from. join thousands of fps players worldwide in one of the most played games on steam!",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/550650/capsule_231x87.jpg?t=1654048842,"VALOFE, NS STUDIO",VALOFE,"Jun 26, 2019","windows, mac, linux",,"Multi-player, Steam Achievements, Steam Trading Cards, In-App Purchases","Action, Free To Play",0.00,http://video.akamai.steamstatic.com/store_trailers/256683184/movie_max.webm?t=1550657701,Windows 10 64bit,Windows 10,5,CORE i3-4170 / AMD FX-8300,"i3 4170K Series, FX 8300K Series",40,NVIDIA GTX 760 or AMD Radeon HD 7950,"Nvidia GTX 760 Series, AMD HD 7950 Series",5,8 GB RAM,8,8 GB,8,15000000,0,-835475,14164525
901583,Grand Theft Auto IV: Complete Edition,game,17,FALSE,"Please note: microsoft no longer supports creating games for windows-live accounts within grand theft auto iv. you can create an account through and then log into your account in game. this standalone retail title spans three distinct stories, interwoven to create one of the most unique and engaging single-player experiences of this...",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/901583/capsule_231x87.jpg?t=1728427348,"Rockstar North, Rockstar Toronto",Rockstar Games,"Dec 16, 2013","windows, mac, linux",90,"Single-player, Multi-player, Partial Controller Support","Action, Adventure",0.00,,Windows Vista - Service Pack 1 / Windows XP - Service Pack 3,Windows XP,1,"Intel Core 2 Duo 1.8GHz, AMD Athlon X2 64 2.4GHz","Core 2 Series, Athlon X2 Series",5,256MB Nvidia 7900 / 256MB ATI X1900,Nvidia GeForce 7900 Series,1,2 GB RAM,2,32GB,32,35000000,0,-2376968,32623032
221100,DayZ,game,17,FALSE,"How long can you survive a post-apocalyptic world? a land overrun with an infected &quot;zombie&quot; population, where you compete with other survivors for limited resources. will you team up with strangers and stay strong together? or play as a lone wolf to avoid betrayal? this is dayz – this is your story.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/221100/capsule_231x87.jpg?t=1731955428,Bohemia Interactive,Bohemia Interactive,"Dec 13, 2018","windows, mac, linux",,"Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Steam Workshop, Steam Cloud, Valve Anti-Cheat enabled","Action, Adventure, Massively Multiplayer",49.99,http://video.akamai.steamstatic.com/store_trailers/257026030/movie_max_vp9.webm?t=1716813072,Windows 10 64-bit,Windows 10,5,Intel Core i5-6600K or AMD R5 1600X,"i5 6600K Series, Ryzen 5 1600K Series",73,NVIDIA GeForce GTX 1060 or AMD RX 580,"Nvidia GTX 1060 Series, AMD RX 580 Series",7,12 GB RAM,12,30 GB,30,7500000,382040276.7,142334,7642334
814380,Sekiro™: Shadows Die Twice - GOTY Edition,game,17,FALSE,"Game of the year - the game awards 2019 best action game of 2019 - ign carve your own clever path to vengeance in the award winning adventure from developer fromsoftware, creators of bloodborne and the dark souls series. take revenge. restore your honor. kill ingeniously.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/814380/capsule_231x87.jpg?t=1726158438,"FromSoftware, Inc.","Activision (Excluding Japan and Asia), FromSoftware, Inc. (Japan), ???? (Asia)","Mar 21, 2019","windows, mac, linux",88,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Tablet, Remote Play on TV, Family Sharing","Action, Adventure",59.99,http://video.akamai.steamstatic.com/store_trailers/256806899/movie_max_vp9.webm?t=1603837979,Windows 7 64-bit | Windows 8 64-bit | Windows 10 64-bit,Windows 7,3,Intel Core i5-2500K | AMD Ryzen 5 1400,"i5 2500K Series, Ryzen 5 1400K Series",53,NVIDIA GeForce GTX 970 | AMD Radeon RX 570,"Nvidia GTX 970 Series, AMD RX 570 Series",6,8 GB RAM,8,25 GB,25,15000000,941513474.9,694507,15694507
304050,Trove,game,0,TRUE,"Grab your friends, hone your blades, and set off for an epic procedurally generated adventure in trove! battle the shadow in realms filled with dungeons and items created by your fellow players. whether hunting treasure or building realms of your own, it’s never been this good to be square!",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/304050/capsule_231x87.jpg?t=1730482735,gamigo US Inc.,gamigo US Inc.,"Jul 9, 2015","windows, mac, linux",,"Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, Steam Workshop, In-App Purchases, Partial Controller Support","Action, Adventure, Casual, Massively Multiplayer, RPG, Free To Play",0.00,http://video.akamai.steamstatic.com/store_trailers/257032088/movie_max_vp9.webm?t=1718729219,Vista 32-bit Service Pack 2,Windows VISTA,2,Intel Core i5-2XXX @ 2.0GHz / AMD Phenom II X4 @ 2.6GHz,"i5 2500K Series, Phenom X4 Series",51,Intel HD Graphics 3000 or better,Other/Uncategorized,0,1 GB RAM,1,1 GB,1,15000000,0,925334,15925334
1245620,ELDEN RING,game,16,FALSE,"The critically acclaimed fantasy action rpg. rise, tarnished, and be guided by grace to brandish the power of the elden ring and become an elden lord in the lands between.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1245620/capsule_231x87.jpg?t=1726158298,"FromSoftware, Inc.","FromSoftware, Inc., Bandai Namco Entertainment","Feb 24, 2022","windows, mac, linux",94,"Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","Action, RPG",59.99,http://video.akamai.steamstatic.com/store_trailers/256889452/movie_max_vp9.webm?t=1716311566,Windows 10/11,Windows 10,5,INTEL CORE I7-8700K or AMD RYZEN 5 3600X,"i7 8700K Series, Ryzen 5 3600K Series",96,NVIDIA GEFORCE GTX 1070 8 GB or AMD RADEON RX VEGA 56 8 GB,"Nvidia GTX 1070 Series, AMD VEGA 56 Series",7,16 GB RAM,16,60 GB,60,35000000,2096009027,-60693,34939307
